type;toi;x00;x10;x20;x30;x01;x11;x21;x31;x0r;x1r;x2r;x3r
PointTriangle;0.8168518;0.0997275487,0.0240677688,0.0356937721;0.1000000015,-0.2500000000,-0.2500000000;0.1000000015,-0.2500000000,0.2500000000;0.1000000015,0.2500000000,0.2500000000;0.1000610888,0.0243337378,0.0366871208;0.1000000015,-0.2500000000,-0.2500000000;0.1000000015,-0.2500000000,0.2500000000;0.1000000015,0.2500000000,0.2500000000;0.1000610888,0.0243337378,0.0366871208;0.1000071317,-0.2499943227,-0.2499787807;0.1000142545,-0.2499886304,0.2500424385;0.1000213847,0.2500170469,0.2500636876
PointTriangle;0.6787465;0.0998081267,0.0217731874,0.0360525772;0.1000000015,-0.2500000000,-0.2500000000;0.1000000015,-0.2500000000,0.2500000000;0.1000000015,0.2500000000,0.2500000000;0.1000908166,0.0218633432,0.0370055623;0.1000000015,-0.2500000000,-0.2500000000;0.1000000015,-0.2500000000,0.2500000000;0.1000000015,0.2500000000,0.2500000000;0.1000908166,0.0218633432,0.0370055623;0.1000105962,-0.2499966174,-0.2499642819;0.1000211909,-0.2499932349,0.2500714362;0.1000317857,0.2500101328,0.2501071393
PointTriangle;0.5563261;0.0998463854,0.0226260051,0.0218359344;0.1000000015,-0.2500000000,-0.2500000000;0.1000000015,0.2500000000,0.2500000000;0.1000000015,0.2500000000,-0.2500000000;0.1001225114,0.0226191171,0.0218961630;0.1000000015,-0.2500000000,-0.2500000000;0.1000000015,0.2500000000,0.2500000000;0.1000000015,0.2500000000,-0.2500000000;0.1001225114,0.0226191171,0.0218961630;0.1000142917,-0.2500003576,-0.2499968857;0.1000285894,0.2499992847,0.2500062287;0.1000428796,0.2499989271,-0.2499906421
PointTriangle;0.5287412;0.0999181047,0.0183409657,0.0208902322;0.1000000015,-0.2500000000,-0.2500000000;0.1000000015,-0.2500000000,0.2500000000;0.1000000015,0.2500000000,0.2500000000;0.1000729948,0.0183838680,0.0209020544;0.1000000015,-0.2500000000,-0.2500000000;0.1000000015,-0.2500000000,0.2500000000;0.1000000015,0.2500000000,0.2500000000;0.1000729948,0.0183838680,0.0209020544;0.1000085175,-0.2499976456,-0.2499993443;0.1000170335,-0.2499952763,0.2500013113;0.1000255495,0.2500070632,0.2500019372
PointTriangle;0.9400805;0.0998015180,0.0147241279,0.0046646302;0.1000000015,-0.2500000000,-0.2500000000;0.1000000015,0.2500000000,0.2500000000;0.1000000015,0.2500000000,-0.2500000000;0.1000126526,0.0144382166,0.0038643146;0.1000000015,-0.2500000000,-0.2500000000;0.1000000015,0.2500000000,0.2500000000;0.1000000015,0.2500000000,-0.2500000000;0.1000126526,0.0144382166,0.0038643146;0.1000014767,-0.2500019968,-0.2500056028;0.1000029519,0.2499960065,0.2499888092;0.1000044271,0.2499940097,-0.2500167787
PointTriangle;0.833379;0.0998412147,0.0182025470,0.0038667074;0.1000000015,-0.2500000000,-0.2500000000;0.1000000015,0.2500000000,0.2500000000;0.1000000015,0.2500000000,-0.2500000000;0.1000317484,0.0180752072,0.0030416062;0.1000000015,-0.2500000000,-0.2500000000;0.1000000015,0.2500000000,0.2500000000;0.1000000015,0.2500000000,-0.2500000000;0.1000317484,0.0180752072,0.0030416062;0.1000037044,-0.2500024736,-0.2500160336;0.1000074074,0.2499950528,0.2499679178;0.1000111103,0.2499925792,-0.2500481308
PointTriangle;0.29801446;0.0999285430,0.0161973704,0.0208293665;0.1000000015,-0.2500000000,-0.2500000000;0.1000000015,-0.2500000000,0.2500000000;0.1000000015,0.2500000000,0.2500000000;0.1001683250,0.0161213782,0.0208657626;0.1000000015,-0.2500000000,-0.2500000000;0.1000000015,-0.2500000000,0.2500000000;0.1000000015,0.2500000000,0.2500000000;0.1001683250,0.0161213782,0.0208657626;0.1000196412,-0.2500062287,-0.2499970198;0.1000392735,-0.2500124574,0.2500059605;0.1000589132,0.2499813288,0.2500089407
PointTriangle;0.53144807;0.0999012887,0.0264931303,0.0348464176;0.1000000015,-0.2500000000,-0.2500000000;0.1000000015,-0.2500000000,0.2500000000;0.1000000015,0.2500000000,0.2500000000;0.1000870317,0.0268539637,0.0356862433;0.1000000015,-0.2500000000,-0.2500000000;0.1000000015,-0.2500000000,0.2500000000;0.1000000015,0.2500000000,0.2500000000;0.1000870317,0.0268539637,0.0356862433;0.1000101566,-0.2499802709,-0.2499540895;0.1000203118,-0.2499605566,0.2500918210;0.1000304595,0.2500591874,0.2501377165
EdgeEdge;0.5;0.4977654219,0.4222350121,0.1297652423;0.5379948020,0.4210803807,0.1220777929;0.4977224767,0.4210294187,0.1302551180;0.5406526923,0.4199704230,0.1219896078;0.4977652133,0.4221901000,0.1297398210;0.5379985571,0.4210606813,0.1220196635;0.4977650344,0.4209935963,0.1302374005;0.5406544209,0.4199540913,0.1219327077;0.4977651834,0.4221900702,0.1297398210;0.5380008817,0.4210612774,0.1220199764;0.4977603257,0.4209924042,0.1302367747;0.5406473875,0.4199523032,0.1219317764
EdgeEdge;0.5;0.4977602959,0.4221553504,0.1297224611;0.5283984542,0.4203593135,0.0580670089;0.4705869257,0.4842841923,0.1497476995;0.4978128076,0.4209685624,0.1302281916;0.4973300099,0.4206591845,0.1280379593;0.5276923776,0.4190379381,0.0563592464;0.4708825052,0.4829597175,0.1484040320;0.4975334406,0.4194924831,0.1285566837;0.4973300099,0.4206591845,0.1280379593;0.5277503729,0.4190376401,0.0563802309;0.4707665443,0.4829603136,0.1483620554;0.4973594844,0.4194933474,0.1284937412
EdgeEdge;0.125;0.6346916556,0.4781630933,0.0623009354;0.6415281892,0.4904722571,0.0935230702;0.6857989430,0.4864818454,0.1439364105;0.6327369213,0.4922069311,0.0855579153;0.6335100532,0.4756744504,0.0609311908;0.6404019594,0.4873825908,0.0924493521;0.6863666177,0.4817348421,0.1421393305;0.6331197023,0.4893012047,0.0842770934;0.6335100532,0.4756744504,0.0609311908;0.6405777335,0.4871800840,0.0924135894;0.6860151291,0.4821398556,0.1422108561;0.6325924397,0.4899086654,0.0843843743
EdgeEdge;0.5;0.4977602959,0.4221553504,0.1297224611;0.5283984542,0.4203593135,0.0580670089;0.4705869257,0.4842841923,0.1497476995;0.4978128076,0.4209685624,0.1302281916;0.4973300099,0.4206591845,0.1280379593;0.5276923776,0.4190379381,0.0563592464;0.4708825052,0.4829597175,0.1484040320;0.4975334406,0.4194924831,0.1285566837;0.4973300099,0.4206591845,0.1280379593;0.5277503729,0.4190376401,0.0563802309;0.4707665443,0.4829603136,0.1483620554;0.4973594844,0.4194933474,0.1284937412
